id,title,artist,artist_ids,album,popularity,duration_ms,genres,bpm,energy,valence,danceability,loudness,bpm_estimated,language,spotify_url
0uswgpVQNDT9DfEyzzCQcg,Cucumba,Anirudh Ravichander,4zCH9qm4R2DADamUHMCa6O,Beast (Original Background Score),50,44637,,149,0.55,0.83,0.45,-6.4,True,english,https://open.spotify.com/track/0uswgpVQNDT9DfEyzzCQcg
5xbt7ceGG1Vu5lYbUN6Wp0,Cure For Me - Slower & Reverb,KLWCI,3lEASdH29PgdYMh4A8G5Xb,Cure For Me,50,224835,,171,0.44,0.56,0.4,-7.8,True,english,https://open.spotify.com/track/5xbt7ceGG1Vu5lYbUN6Wp0
7040CjemGFRjCvVzVEwa6R,DASS JATTA,"Sukha, Prodgk, Gurlez Akhtar",6FDDxz6lYakINkmWPOlIZG|2E6ODN4Dna1vkh6s8sxHC0|55kkrbuMkdzPGD7YGA6xrJ,2003,50,155953,,168,0.74,0.81,0.54,-5.9,True,hindi,https://open.spotify.com/track/7040CjemGFRjCvVzVEwa6R
3dzZAlzikAfWRsOaKgE1uq,DAULA YAAR DA,Big Ghuman,6L3F8cdWcweEu2d1kfggbH,BEAST MODE,50,208302,,113,0.72,0.25,0.86,-8.3,True,hindi,https://open.spotify.com/track/3dzZAlzikAfWRsOaKgE1uq
01titUq2k0DwnAOisFFetS,DECAPITATOR - Slowed,"DJ ZENITE, DJ TKG, DJ Ice",0ugPb6wev8X4JtROGeCzm1|36Lv6TxfwLc5ZB0j8A3e3w|08iEpc3lujToLmnoaBA4cu,DECAPITATOR,50,114473,,126,0.85,0.52,0.32,-7.2,True,english,https://open.spotify.com/track/01titUq2k0DwnAOisFFetS
64ruyFM4w6o54vMlP8dHj7,DECIMATOR,"crysstales, DIPIENS, Vincce",3ZIN00As3dOKnQpjA3O8uz|6CYjGgv0fYxHFHCKWn7SyX|56R8A5Xu0PRqsPRpUj81Jp,DECIMATOR (Versions),50,88363,,124,0.43,0.41,0.48,-10.4,True,english,https://open.spotify.com/track/64ruyFM4w6o54vMlP8dHj7
4uXDD4DoDY8V4ti0h3rbhy,DND,"Real Boss, Talwiinder, BIG KAY SMG",7mAbpafXc2MIAZn4ldxEuP|6QoCrBHsojKnOrsGNfRcTN|0z4Mzficie9vUzDmz4Hy9G,DND,50,170769,,129,0.5,0.59,0.43,-6.2,True,hindi,https://open.spotify.com/track/4uXDD4DoDY8V4ti0h3rbhy
13XE5KlzMnuocUQbh9oyRr,DOMINATE (Over Slowed),quietshadow,0V1VdTNoEf0zgx8Q8DcOhh,DOMINATE,50,86024,,153,0.81,0.44,0.47,-12.4,True,english,https://open.spotify.com/track/13XE5KlzMnuocUQbh9oyRr
2R4S5qDMdYveO5m7jTr28z,DON'T KILL MY VIBE (Acid Boyz Remix),"Adrian Fyrla, Palm Monkey, Amè, Acid Boyz",5Y5v0RYsB19JJ6VT6sA7ij|2M3sfEXSEDYBurdjeExx6G|4ZDy00OJc2hPCB4D5hrvFD|1K078F4kwAcsOerdCs4m8a,DON'T KILL MY VIBE (Acid Boyz Remix),50,142500,,137,0.87,0.3,0.64,-6.8,True,english,https://open.spotify.com/track/2R4S5qDMdYveO5m7jTr28z
3Ms1jfxxUpbWtZA3WlBepk,DON'T TALK TO ME,Bad Minds,7mSbBGvteB3TlKsJD28Aob,DON'T TALK TO ME,50,131555,,109,0.82,0.82,0.88,-12.9,True,english,https://open.spotify.com/track/3Ms1jfxxUpbWtZA3WlBepk
0BginzzA6ngJECa9o4JwnG,"Dahaa Theme (From ""Coolie"")","Anirudh Ravichander, Lalo Salamanca, Heisenberg",4zCH9qm4R2DADamUHMCa6O|6slW8atwjY8d3XyvnlEBP2|3bsrlEbnX8sWwXlTe80RSr,"Dahaa Theme (From ""Coolie"")",50,179339,,162,0.76,0.29,0.55,-6.1,True,english,https://open.spotify.com/track/0BginzzA6ngJECa9o4JwnG
1UJDmFCu2q531UNIlaVYli,Dak Bangla - Lakhwinder Singh,Lakhwinder Lucky,2nBOtX4CzhRLTOet5PcOQo,Punjabi Bhangra Top 40 Hits,50,298986,,162,0.88,0.2,0.76,-15.0,True,hindi,https://open.spotify.com/track/1UJDmFCu2q531UNIlaVYli
353gAJJKEBYPxnX1SOtBlE,Dance Monkey - Remix,Workout Music,5njMahLKD1tLJ5bejvqseV,100 New Year 2020! Fitness & Workout Collection,50,262520,,169,0.41,0.49,0.42,-14.4,True,english,https://open.spotify.com/track/353gAJJKEBYPxnX1SOtBlE
2FJJlbAnFbQojSveCopLlk,Dance Monkey - Workout Mix Edit 150 bpm,Hard EDM Workout,6A1PIjKax3t1iZQ4VKOegQ,Running Workout 2020: 150 bpm,50,144000,,149,0.41,0.47,0.84,-14.8,True,english,https://open.spotify.com/track/2FJJlbAnFbQojSveCopLlk
2Dt9tE802iwh2MKCYdLuiy,Dance Monkey - Workout Remix 135 bpm,SuperFitness,6L74J3BzylQkJF7rBXTpgT,Aerobic Hits Spring 2020: 60 Minutes Mixed for Fitness & Workout 135 bpm/32 Count,50,213330,,129,0.57,0.58,0.66,-8.3,True,english,https://open.spotify.com/track/2Dt9tE802iwh2MKCYdLuiy
1wDqycc9dp04lmf7WNJA7J,Dance Your a Off-Bonus Dance Song,DJ Kamal Supreme,5Oir5zMAdY6S88DH0brPwb,Bhangra Supreme Workout & Dance Party,50,280400,,113,0.82,0.56,0.49,-9.4,True,hindi,https://open.spotify.com/track/1wDqycc9dp04lmf7WNJA7J
4KWeIXRtOLb6r2kmny6Wnt,Dancing Queen - Running Workout Mix,Workout Music,5njMahLKD1tLJ5bejvqseV,50 Throwback Running Workout Hits!,50,230000,,123,0.9,0.72,0.44,-12.3,True,english,https://open.spotify.com/track/4KWeIXRtOLb6r2kmny6Wnt
5Ry67OqwCxKbswCxcPHcg9,Dangal,"Pritam, Daler Mehndi",1wRPtKGflJrBx9BmLsSwlU|6wa1AsxB9oJP7lwNSmbcYx,Dangal (Original Motion Picture Soundtrack),50,299325,,149,0.42,0.39,0.33,-10.7,True,english,https://open.spotify.com/track/5Ry67OqwCxKbswCxcPHcg9
7bfwEuYYoKSIcXmWWkfSag,Dangal,"Pritam, Daler Mehndi",1wRPtKGflJrBx9BmLsSwlU|6wa1AsxB9oJP7lwNSmbcYx,Bollywood Workout Hits,50,299325,,106,0.47,0.89,0.76,-11.2,True,hindi,https://open.spotify.com/track/7bfwEuYYoKSIcXmWWkfSag
3JY91LHa5GL2GxPTKHT6oB,Dangal,"Pritam, Daler Mehndi",1wRPtKGflJrBx9BmLsSwlU|6wa1AsxB9oJP7lwNSmbcYx,Gym Motivation,50,299325,,170,0.66,0.82,0.69,-7.0,True,hindi,https://open.spotify.com/track/3JY91LHa5GL2GxPTKHT6oB
0uMxL6GNs4cY06SGhrsXN1,Dangal,"Pritam, Daler Mehndi",1wRPtKGflJrBx9BmLsSwlU|6wa1AsxB9oJP7lwNSmbcYx,Gym Vibes Bollywood,50,299325,,100,0.7,0.31,0.5,-9.8,True,hindi,https://open.spotify.com/track/0uMxL6GNs4cY06SGhrsXN1
3pX0NuNZBQRtKpKlS1ko0g,Dangerous (Cardio Workout Remix),Cardio Mix Masterz,0Vcbha6XzwPkQdzQXXD6cl,"Cardio Hitmix! All Hits 3 (140-155 BPM, 32-Count, Nonstop Fitness & Workout)",50,174520,,106,0.77,0.38,0.48,-7.6,True,english,https://open.spotify.com/track/3pX0NuNZBQRtKpKlS1ko0g
5nhNTgudyJvu7FE2QFIwWS,Dangerous (Workout Remix),DJ Keen,4qvArXhnLauGZ5BBmJ3MJS,Running Remixed! 2015 (Hard Hitting Nonstop Workout & Cardio Fitness @ 135-160 BPM),50,216693,,116,0.52,0.23,0.88,-5.4,True,english,https://open.spotify.com/track/5nhNTgudyJvu7FE2QFIwWS
12qlwqWhuf3ZL0y5LBwRYW,Danza Kuduro,Pumped Up DJs,2YSs6SETkdhnFdxUt6qe85,"Top 40 Summer Running Hits Playlist 2014 - 40 Essential Fitness & Workout Hits - Perfect for Jogging, Running, Gym and Weight Loss",50,198000,,125,0.78,0.68,0.6,-10.6,True,english,https://open.spotify.com/track/12qlwqWhuf3ZL0y5LBwRYW
5A9SwHv0p1a77u2S1kbM35,Danza Kuduro - Workout Mix Edit 130 bpm,Latin Workout,5bRlbpYOXjmvMF14Q0RGy4,Danza Kuduro,50,193771,,179,0.86,0.26,0.35,-10.2,True,english,https://open.spotify.com/track/5A9SwHv0p1a77u2S1kbM35
1szI4xLNwhG446nr7R7hn5,"Darling (From ""7 Khoon Maaf"") - 127 BPM","Vishal Bhardwaj, Usha Uthup, Rekha Bhardwaj",1JdHoZwkwOmX2Pl2iTwnzc|63gvl4egwBtz2czz3aENGa|3cqeO3muWIW5uSmUDNCmyT,Workout Bollywood Style: 60 Mins Non Stop Mix,50,110000,,116,0.66,0.48,0.81,-7.4,True,hindi,https://open.spotify.com/track/1szI4xLNwhG446nr7R7hn5
01WLhaMvkPKaCKDsGcxwlu,Daud - Bhangra,Usha Uthup,63gvl4egwBtz2czz3aENGa,Daud (Original Motion Picture Soundtrack),50,352600,,106,0.89,0.47,0.39,-8.0,True,hindi,https://open.spotify.com/track/01WLhaMvkPKaCKDsGcxwlu
6qhkeH0CdQw1iv9HuF3pj9,Deal,"Manna Music, Karan Aujla",7JuTOJ6xkgM1RScWRrbCOT|6DARBhWbfcS9E4yJzcliqQ,Dreams,50,188911,,180,0.82,0.79,0.71,-12.2,True,hindi,https://open.spotify.com/track/6qhkeH0CdQw1iv9HuF3pj9
5LNDkIPsuvEKhsAT61b6Un,"Dekhi Chal (From ""Dekhi Chal"")","Tyson Sidhu, Gurlez Akhtar",5wGjQPYmBAnDmtNeOMoavY|55kkrbuMkdzPGD7YGA6xrJ,Fit & Fab - Punjabi Workout Beats,50,212101,,129,0.82,0.36,0.8,-8.7,True,hindi,https://open.spotify.com/track/5LNDkIPsuvEKhsAT61b6Un
2C1A0OMKZEfnjOOEXwUinp,Demon,Ikka,07iEy1AecUPVzfC2J2gCHR,Gym Workout Rap,50,172377,,107,0.84,0.68,0.61,-5.7,True,hindi,https://open.spotify.com/track/2C1A0OMKZEfnjOOEXwUinp
5AZepxTTQ8ygBOrCji5oBe,Desi Beat (Punjabi Hip Hop Mix),"Alamgir Khan, Amrita Kak",0cczE6c7kfFCBQt96AV4Nt|4BTpn8TkJe0FnqlpTY1ZJ2,Bodyguard,50,237145,,124,0.75,0.69,0.71,-12.0,True,hindi,https://open.spotify.com/track/5AZepxTTQ8ygBOrCji5oBe
7LYakIeUlNL8Rexqz4aATl,Desi Da Drum,Amrit Maan,7GgAwYJnBBFT1WogNWf0oj,Desi Da Drum,50,212397,,140,0.64,0.71,0.87,-7.3,True,hindi,https://open.spotify.com/track/7LYakIeUlNL8Rexqz4aATl
48drfPiOxMkWfZ8iFaszyl,Desi Fit: Bollywood Workout Playlist,Hot Beat Universe,4wC7SuWGv5zxNixbErqGyO,BOLLYWOOD WORKOUT,50,99919,,157,0.57,0.77,0.6,-7.3,True,hindi,https://open.spotify.com/track/48drfPiOxMkWfZ8iFaszyl
4HiS99OFFcu5x0n0Im8H3V,Despacito - Remix,Workout Music,5njMahLKD1tLJ5bejvqseV,100 Gym & Fitness Workout Hits! Playlist,50,245760,,144,0.44,0.89,0.31,-10.7,True,english,https://open.spotify.com/track/4HiS99OFFcu5x0n0Im8H3V
2krImTFMkJP1YPe9eC6XgT,Destroy it All / YUJI,"Ryutqc, NORWXXD REAPER, SMAIL",7fxB8uAWWQ29AB57wnIgGM|3oxiXufY6THRJU8j3YV9JF|3zSz9kiGCoKqMWxO222baT,Destroy it All / YUJI,50,92333,,162,0.85,0.41,0.65,-10.0,True,english,https://open.spotify.com/track/2krImTFMkJP1YPe9eC6XgT
4bE0s5lrZkUqRH2spofwQs,Devil,"Gippy Grewal, JP47, Mad Mix",5kvGYraWFlXs2Jbt1Kphn8|12ZFBwOMiEaUTRYUYfOUBw|55fozRiVCKuoMqSkxa6nxv,Warning 2,50,248571,,156,0.84,0.84,0.4,-14.7,True,hindi,https://open.spotify.com/track/4bE0s5lrZkUqRH2spofwQs
5KioetXDSIcXrHPtqkrJFi,Devuelvete Pronto A Mi,DJ Zayn,2Qq4plHVP8ri2YvJwytEGg,Workout Fitness Hits 2018,50,289138,,140,0.62,0.82,0.76,-5.7,True,english,https://open.spotify.com/track/5KioetXDSIcXrHPtqkrJFi
47ZCCeeC5PaMYN4meEAz44,Dhaakad,"Raftaar, Pritam",5UdFr0GeO7jKIaNIJgwB36|1wRPtKGflJrBx9BmLsSwlU,Dangal (Original Motion Picture Soundtrack),50,176603,,167,0.62,0.62,0.4,-7.4,True,hindi,https://open.spotify.com/track/47ZCCeeC5PaMYN4meEAz44
5IBKlifIN4XktgFVfB1Uoy,Dhaakad,"Raftaar, Pritam",5UdFr0GeO7jKIaNIJgwB36|1wRPtKGflJrBx9BmLsSwlU,Bollywood Workout Hits,50,176603,,102,0.49,0.68,0.65,-5.3,True,hindi,https://open.spotify.com/track/5IBKlifIN4XktgFVfB1Uoy
1J85Qi47YYQ76PQ57O9Fjh,Dhaakad - Aamir Khan Version,"Pritam, Aamir Khan",1wRPtKGflJrBx9BmLsSwlU|0Tn7oEmE8zDUR340Doo9zl,Dangal (Original Motion Picture Soundtrack),50,176603,,121,0.79,0.61,0.72,-6.4,True,hindi,https://open.spotify.com/track/1J85Qi47YYQ76PQ57O9Fjh
4wkUctdSxxQYil4HMNY81Z,Dhadkan Tez - Hindi Workout,Minns,109bXkunJD3qI4zj90x99F,Hindi Workout Mix 2026,50,200000,,171,0.62,0.42,0.53,-11.1,True,hindi,https://open.spotify.com/track/4wkUctdSxxQYil4HMNY81Z
0KhTIX2IEdxXXzMpnIMQzX,"Dhat Teri Ki (From ""Gori Tere Pyaar Mein"") - 120 BPM","Vishal-Shekhar, Sanam Puri, Aditi Singh Sharma",6Mv8GjQa7LKUGCAqa9qqdb|5kiKQJrz4BT7vFWVECAmHH|4iW4xSfMEIvrXM0Iu3aFDY,Workout Bollywood Style: 60 Mins Non Stop Mix,50,174960,,107,0.77,0.89,0.52,-10.0,True,hindi,https://open.spotify.com/track/0KhTIX2IEdxXXzMpnIMQzX
16ilWZe0HWDkMTQnaE1uIr,"Dhat Teri Ki (From ""Gori Tere Pyaar Mein"") - 120 BPM","Vishal-Shekhar, Sanam Puri, Aditi Singh Sharma",6Mv8GjQa7LKUGCAqa9qqdb|5kiKQJrz4BT7vFWVECAmHH|4iW4xSfMEIvrXM0Iu3aFDY,Workout Bollywood Style: 30 Mins Non Stop Mix,50,153333,,160,0.44,0.64,0.53,-9.5,True,hindi,https://open.spotify.com/track/16ilWZe0HWDkMTQnaE1uIr
50gfDC6Db0dZ0Cu0ZOKZW0,Dheera Dheera (Malayalam),"Mohan Krishna, Renjith Unni, Balraj Jagadeesh Kumar, Deepesh A K, Abhishek Chithra Soman, Ravi Basrur, Sudhamsu",2U4KiBePibvnd8BIXtBvk7|0gwiu2YjENIc80Dw6iaswA|0Q3NWWJUakz3jzr53M80Fw|19zdivHG6XtqGqm6kgkQTP|3Wosl2FuZhBXwLdsHPrZz2|2q1LRGJHpFxovU8Tz6OgRn|55bn6RLF3LsjG5FPNhYGpc,KGF Chapter 1 (Malayalam),50,222772,,98,0.54,0.31,0.86,-13.0,True,english,https://open.spotify.com/track/50gfDC6Db0dZ0Cu0ZOKZW0
3THyCpywXqlelZEERK2RlO,Dhol Jageero Da,"Panjabi MC, Master Saleem",74D1UgRzMhTSPz698exXmR|0BEr6nvOOHQMy53md08n9Y,Dhol Jageero Da,50,264720,,169,0.5,0.4,0.7,-10.1,True,hindi,https://open.spotify.com/track/3THyCpywXqlelZEERK2RlO
26j7dYlNCrpVAN1VmNnVxT,Dhoom Again - Workout Remix,"Vishal Dadlani, Dominique Cerejo",6CXEwIaXYfVJ84biCxqc9k|2DwWEmeVaWxwkjbnyPlNZT,Dhoom Again - Workout Remix,50,210000,,92,0.78,0.48,0.33,-14.2,True,hindi,https://open.spotify.com/track/26j7dYlNCrpVAN1VmNnVxT
7yBUmLC4vILliz91LCxlcK,Dhruva Dhruva,"Hiphop Tamizha, Amit Mishra",7zFBW2JxM4bgTTKxCRcS8Q|12fCAscOzxgzRP8UMSgG1K,Dhruva,50,207217,,127,0.74,0.23,0.55,-14.6,True,english,https://open.spotify.com/track/7yBUmLC4vILliz91LCxlcK
157BtwkY54FQ3Xl8DsTso1,Dhurandhar The Revenge - Aari Aari,"Shashwat Sachdev, Bombay Rockers, Irshad Kamil, Khan Saab, Reble, Token, Jasmine Sandlas, Sudhir Yaduvanshi",465OXuCU8YZNmVG1leLwQ9|1bLQBuSop3ekE5Qustj5nP|3GdSQUH1BRtl9UrrtuwJlP|5Uo28tAylVBPPW2Cs8LFwN|3MsxNLVtDVGxjEaxgKAoi0|4cUfFbVZGSsJWdbfmkdxYq|0mJDQBWytBhOh5JB1DOQ1c|586UieDtNlK2F8hEMayYbb,Dhurandhar The Revenge,50,210053,,112,0.74,0.33,0.67,-7.9,True,hindi,https://open.spotify.com/track/157BtwkY54FQ3Xl8DsTso1
3rnQfyFzUNdWKtdwUypWo5,"Didi (Sher-E-Baloch) (From ""Dhurandhar The Revenge"")","Shashwat Sachdev, Khaled, Sons of Yusuf, Nabil El Houri",465OXuCU8YZNmVG1leLwQ9|2YxK9SbJeVfkfk6QWHqj8K|6Vptp9yQcvtgjwFt6GDQno|53QracjfLvfuaeTXsRQnPu,"Didi (Sher-E-Baloch) (From ""Dhurandhar The Revenge"")",50,151274,,135,0.72,0.62,0.35,-8.6,True,hindi,https://open.spotify.com/track/3rnQfyFzUNdWKtdwUypWo5
2hqx5EGANNDyNYyjBTG93m,Dil Da Mamla Trap Mix,"Gurdas Maan, Dixit Seth",3ttzOzBpRWRBzhn6thqhdT|2vKDhoyeBijAcWJzSiOny4,Punjabi Retro Trap Mix,50,102750,,100,0.87,0.77,0.79,-11.2,True,hindi,https://open.spotify.com/track/2hqx5EGANNDyNYyjBTG93m
67wOjC9weToNHxJqFKJE9z,Dil Jatt Da,Gulab Sidhu,0OytfiwNkc1KzXE4ImyjgW,Dil Jatt Da,50,172240,,141,0.62,0.68,0.86,-13.4,True,hindi,https://open.spotify.com/track/67wOjC9weToNHxJqFKJE9z
2jVKDV4pmfPm2lPmSKTjPE,Dil Vich Bhangra,Mika Singh,5T2I75UlGBcWd5nVyfmL13,Dil Vich Bhangra,50,148915,,172,0.66,0.36,0.75,-13.9,True,hindi,https://open.spotify.com/track/2jVKDV4pmfPm2lPmSKTjPE
09gZfTsvAtbIu1BGHCzu3S,Dilbar Afro Tech House Remix,"Neha Kakkar, Dhvani Bhanushali, Ikka, Ali Merchant, ILA",5f4QpKfy7ptCHwTqspnSJI|1OPqAyxsQc8mcRmoNBAnVk|07iEy1AecUPVzfC2J2gCHR|5isjFRA5QMfArVpSLKKiOo|0eEI5r6nItYWVia06pHMa6,Bollywood Reimagined: Bollywood Fusion Remix,50,184057,,164,0.68,0.7,0.87,-13.4,True,hindi,https://open.spotify.com/track/09gZfTsvAtbIu1BGHCzu3S
00sxL8p1FLaFO5Q9sZd32c,Dile,Don Omar,33ScadVnbm2X8kkUqOkC6Z,Perreo Cardio Workout,50,206986,,102,0.82,0.68,0.32,-15.0,True,hindi,https://open.spotify.com/track/00sxL8p1FLaFO5Q9sZd32c
34ukOxUQQCWSWKRpdv4gRt,Ding Dong,"Santhosh Narayanan, Mose, Arun Raja",5FVBduYaeVBb6JIghza7v6|5ylwdc4hBwbYCGfTULORtE|0nX2FwpkXgfjg6ck5hccMj,Jigarthanda (Original Motion Picture Soundtrack),50,234209,,151,0.57,0.77,0.8,-14.5,True,english,https://open.spotify.com/track/34ukOxUQQCWSWKRpdv4gRt
53QrRlALFJfZgdcGLKwy5s,Dior,Shubh,5r3wPya2PpeTTsXsGhQU8O,Still Rollin,50,139133,,95,0.61,0.86,0.57,-11.6,True,hindi,https://open.spotify.com/track/53QrRlALFJfZgdcGLKwy5s
6zfruMOpriOY3zKFJICReG,Dis da Bhangra,Sukhbir,7bcSOvqOKoyZqU41p5YuoJ,New Stylee,50,93793,,138,0.59,0.35,0.77,-9.2,True,hindi,https://open.spotify.com/track/6zfruMOpriOY3zKFJICReG
4zlMwBzPIzNp3uaDoij6pk,Dj Utte Bhangra,Angrej Bhullar,6QDopXbXoGLcnVXZzUzjiY,Dj Utte Bhangra,50,229825,,131,0.52,0.61,0.69,-6.3,True,hindi,https://open.spotify.com/track/4zlMwBzPIzNp3uaDoij6pk
0vuVYTAlMafcBuzhb5yv1z,Do tell,Kaizon,46p0qVbQdQHaqVaM4EV2rg,Do tell,50,61276,,161,0.6,0.59,0.52,-8.2,True,english,https://open.spotify.com/track/0vuVYTAlMafcBuzhb5yv1z
1Pb0kCirr3q8Cw2CL77y7R,Don,Diljit Dosanjh,2FKWNmZWDBZR4dE5KX4plR,Don,50,202466,,130,0.4,0.4,0.71,-14.5,True,hindi,https://open.spotify.com/track/1Pb0kCirr3q8Cw2CL77y7R
1aCH81XA6XD0l8kAaOQNdJ,Don't Tell Em (Cardio Workout Remix),DJ Keen,4qvArXhnLauGZ5BBmJ3MJS,"Cardio Hitmix! All Hits 3 (140-155 BPM, 32-Count, Nonstop Fitness & Workout)",50,173320,,178,0.75,0.52,0.64,-8.4,True,english,https://open.spotify.com/track/1aCH81XA6XD0l8kAaOQNdJ
7BkSXhFCsm3xYDihiRBNN8,Don't You Worry Child - Radio Edit,"Swedish House Mafia, John Martin",1h6Cn3P4NGzXbaXidqURXs|2auikkNYqigWStoHWK1Grq,Running Workout,50,211360,,142,0.51,0.61,0.6,-14.4,True,english,https://open.spotify.com/track/7BkSXhFCsm3xYDihiRBNN8
0dqwOMcDL5F7lVeWQoTuVn,Double Up,"Intense, HRJXT, 604Blizzy, Tavnoor",0OS0NZnK7TGIAWx8MkWNFN|4s5P33ladNMi7gcBMHwp9a|14e2TXNDt3rjiDqa0p8Wsj|3wiSqmkH2FcfLkiVhmlQQ8,Intense (Deluxe Edition),50,204316,,118,0.76,0.4,0.51,-13.8,True,hindi,https://open.spotify.com/track/0dqwOMcDL5F7lVeWQoTuVn
2M0im5Z1HfjNeEebNDXTPt,Dream & Stretch,Various Artists,0LyfQWJT6nXafLPZqxe9Of,Fitness Workout Beats,50,351639,,149,0.51,0.27,0.69,-9.2,True,english,https://open.spotify.com/track/2M0im5Z1HfjNeEebNDXTPt
0jJkcoDdwzZkuffRirL7rV,Drippy,"Sidhu Moose Wala, Mxrci, AR Paisley",4PULA4EFzYTrxYvOVlwpiQ|5Us2dsq4VHlfLbKOrskg7K|4CqzwlyoNSvoGeMk7NiMhd,Drippy,50,195240,,103,0.54,0.42,0.52,-5.8,True,hindi,https://open.spotify.com/track/0jJkcoDdwzZkuffRirL7rV
1Dk0nNbwYzCmST1WRsNxmS,Drop It Like It's Hot,"Acid Boyz, Badjack",1K078F4kwAcsOerdCs4m8a|40oI86vaTUHgkSGlYkEiLM,Drop It Like It's Hot,50,141000,,173,0.77,0.44,0.4,-6.0,True,english,https://open.spotify.com/track/1Dk0nNbwYzCmST1WRsNxmS
0l716M0ao9SnFZU7mMZhAc,Drum and Bass Running Music,Workout Music,5njMahLKD1tLJ5bejvqseV,Workout Instrumental,50,193619,,119,0.82,0.63,0.61,-5.3,True,english,https://open.spotify.com/track/0l716M0ao9SnFZU7mMZhAc
1w9mGoYnDciMN32sZs8NE6,Dum Hai - Hindi Workout,Minns,109bXkunJD3qI4zj90x99F,Hindi Workout Mix 2026,50,205000,,150,0.72,0.28,0.36,-7.0,True,hindi,https://open.spotify.com/track/1w9mGoYnDciMN32sZs8NE6
7qyAXP76TeM1gQ0SgNYI2v,Dupatta Tera Sat Rang Da,Surjit Bindrakhia,2tcB32mxjVzmLcyfGizWNX,Bhangra No.1 Hits,50,268642,,141,0.52,0.73,0.52,-9.8,True,hindi,https://open.spotify.com/track/7qyAXP76TeM1gQ0SgNYI2v
45Fdud1DsxZXTTMUbjqJVx,Duro De Pelar - Workout Remix 140 Bpm,Hard EDM Workout,6A1PIjKax3t1iZQ4VKOegQ,Aerobic Latino Hits 2022: 60 Minutes Mixed For Fitness & Workout 140 Bpm / 32 Count,50,192000,,159,0.6,0.68,0.41,-7.3,True,english,https://open.spotify.com/track/45Fdud1DsxZXTTMUbjqJVx
7MLkLeXPlyoJ52wKF3IA3i,"EARNED, NOT GIVEN (MOW)",MAFIA ON WHEELS,5yaqZ5VpVaoHyWQ6slOhz7,"EARNED, NOT GIVEN (MOW)",50,179880,,109,0.41,0.35,0.31,-9.6,True,english,https://open.spotify.com/track/7MLkLeXPlyoJ52wKF3IA3i
0qOYDvCv6tBgGdKaVezxhJ,EDM - Running and Jogging,WORKOUT,4OoHBmzz4LC2Bdz8cPmbiU,One Hour Running Music – Top Workout Songs for Running and Jogging,50,172561,,121,0.57,0.6,0.77,-14.1,True,english,https://open.spotify.com/track/0qOYDvCv6tBgGdKaVezxhJ
0RtNMHiPyXsWeehG3njKYL,EDM Workout Mix,Xtreme Cardio Workout,6LdYcUQhPIhkcQJZM7Tpok,Fast Aerobics Music (140 BPM): Fast Beat Music for Extreme Aerobics Workout,50,189000,,146,0.64,0.43,0.6,-7.7,True,english,https://open.spotify.com/track/0RtNMHiPyXsWeehG3njKYL
72og1NhwvUdlFjTBMQLSgH,ESTA DE BOLA - SLOWED,TREVØLX,2hw6HPWDKbe0V3fN1drKSh,ESTA DE BOLA (Versions),50,121069,,152,0.75,0.83,0.35,-6.4,True,english,https://open.spotify.com/track/72og1NhwvUdlFjTBMQLSgH
5JZGFSGzpRkEksBPu8n1kY,Edhirthu Nill,"Yuvan Shankar Raja, G. V. Prakash, D. Imman, Vijay Antony, Thaman S",6AiX12wXdXFoGJ2vk8zBjy|5VVN3xZw1i2qihfITZlvCZ|1QcBqYUeQ4Ux3itkdDaFi0|6CtYzQvENTdGq5LPPsePdV|2FgHPfRprDaylrSRVf1UlN,Biriyani (Original Motion Picture Soundtrack),50,261346,,136,0.62,0.79,0.67,-8.2,True,english,https://open.spotify.com/track/5JZGFSGzpRkEksBPu8n1kY
2s5BcEcyxkIvRtuZQ8jnEZ,El Bano - Workout Remix 128 Bpm,Workout Music Tv,0k5KeG8St6LiePh5blOwwl,40 Best Latin Hits For Cardio Dance Workout Session (Unmixed Compilation for Fitness & Workout 128 Bpm / 32 Count),50,249474,,162,0.64,0.3,0.75,-13.5,True,english,https://open.spotify.com/track/2s5BcEcyxkIvRtuZQ8jnEZ
70b5fOz9Ugs1T0xseF7kvN,Elevate,"Fearless Motivation, ZĒL",1FhamVtJlNqaekPnwxQpbk|2mG994xKMaqHoyyI1ByyUL,Elevate,50,234500,,110,0.65,0.41,0.34,-9.6,True,english,https://open.spotify.com/track/70b5fOz9Ugs1T0xseF7kvN
2AilvPt1AQ8PixlCKqkjfj,Elevated,Shubh,5r3wPya2PpeTTsXsGhQU8O,Elevated,50,200658,,164,0.65,0.86,0.5,-12.4,True,hindi,https://open.spotify.com/track/2AilvPt1AQ8PixlCKqkjfj
3WxQ6UINPNS6hXFJOjRQ5q,En ligne,Brigitte Hindi,3dRdX598o4Jb3MGib5aBjW,Entraînement du matin,50,164066,,151,0.85,0.72,0.68,-7.2,True,hindi,https://open.spotify.com/track/3WxQ6UINPNS6hXFJOjRQ5q
5Y2SsDWBkCQrNLtPbxBJCA,End of Beginning,"Workout Nation, Van Holtz, Luna Rae, MYSO",0q5IRNW5tD0WZulNvKJJbw|0b6VvPrWQA7ba0N8VVYL56|3plqQj2fHq9ZfBcFnNRlXJ|1tY07hx1lpO1FEzsGaoZQq,End of Beginning,50,188560,,175,0.56,0.51,0.41,-9.4,True,english,https://open.spotify.com/track/5Y2SsDWBkCQrNLtPbxBJCA
